3948.98 Ar
4200.67 Ar
4510.73 Ar
4764.87 Ar
5852.49 Ne
6143.06 Ne
6402.25 Ne
6677.28 Ar
6965.42 Ar
7067.22 Ar
7272.94 Ar
7503.87 Ar
7635.11 Ar
