Observed Rel.
4044.418 50
4158.59 400
4164.18 50
4181.884 50
4190.713 100
4191.029 50
4198.317 200
4200.674 400
4259.362 200
4266.286 100
4272.169 150
4300.101 100
4333.561 100
4335.338 50
4510.733 100
5912.085 50
6032.127 70
6416.307 70
6677.282 100
6752.834 150
6871.289 150
6937.664 50
6965.431 10000
