9.048192771084140986e+03 -9.169759831277315976e-02
9.044578313252815860e+03 8.630779345411167258e-02
9.040963855421490734e+03 1.042751048553594573e-01
9.037349397590165609e+03 8.910648651882895066e-02
9.033734939758840483e+03 6.377873826015485748e-02
9.030120481927515357e+03 4.168654320127087448e-02
9.026506024096190231e+03 2.197096032700629128e-02
9.022891566264865105e+03 9.220603305275959852e-03
9.019277108433539979e+03 4.054786063095937657e-03
9.015662650602214853e+03 2.280230394327425157e-03
9.012048192770889727e+03 1.999349509623542243e-03
9.008433734939564602e+03 2.015009114027947138e-03
9.004819277108239476e+03 1.819926608855351909e-03
9.001204819276914350e+03 1.673385948939141998e-03
8.997590361445589224e+03 1.934642911433577571e-03
8.993975903614264098e+03 1.903034523394298233e-03
8.990361445782938972e+03 1.842753465579491769e-03
8.986746987951613846e+03 1.712919312091917660e-03
8.983132530120288720e+03 1.304246830996687269e-03
8.979518072288963594e+03 1.322357137866905525e-03
8.975903614457638469e+03 1.003500431308534512e-03
8.972289156626313343e+03 1.205686130110570405e-03
8.968674698794988217e+03 1.040630678451143643e-03
8.965060240963663091e+03 1.142462033038835027e-03
8.961445783132337965e+03 9.180058729940688026e-04
8.957831325301012839e+03 9.821963411650942895e-04
8.954216867469687713e+03 6.670477176505899266e-04
8.950602409638362587e+03 6.387905142378259068e-04
8.946987951807037462e+03 4.847568178055295459e-04
8.943373493975712336e+03 5.842161706040543533e-04
8.939759036144387210e+03 3.599375446438167611e-04
8.936144578313062084e+03 5.713897905589315242e-04
8.932530120481736958e+03 5.252254378365953623e-04
8.928915662650411832e+03 8.257027910255140693e-04
8.925301204819086706e+03 6.211890163933701326e-04
8.921686746987761580e+03 3.745044908166381505e-04
8.918072289156436455e+03 5.630072533719077902e-04
8.914457831325111329e+03 4.849984105803520460e-04
8.910843373493786203e+03 2.658902360509751706e-04
8.907228915662461077e+03 5.753110975290622134e-05
8.903614457831135951e+03 3.442706192462352717e-04
8.899999999999810825e+03 4.695620964678284370e-04
8.896385542168485699e+03 4.323879233661605021e-04
8.892771084337160573e+03 3.553399609290124484e-04
8.889156626505835447e+03 3.005441572516536213e-04
8.885542168674510322e+03 2.361999482239229712e-04
8.881927710843185196e+03 3.148658501530642679e-04
8.878313253011860070e+03 -2.742901605967929354e-05
8.874698795180534944e+03 2.803482824502969903e-05
8.871084337349209818e+03 1.381498866118628470e-04
8.867469879517884692e+03 1.982845245631405251e-04
8.863855421686559566e+03 2.221829916634816452e-05
8.860240963855234440e+03 7.283930648484214228e-05
8.856626506023909315e+03 3.379278937829970954e-05
8.853012048192584189e+03 -1.094625748499829395e-04
8.849397590361259063e+03 1.150430018987242905e-04
8.845783132529933937e+03 1.565310702296094367e-04
8.842168674698608811e+03 4.361801978315564088e-04
8.838554216867283685e+03 4.519157575401670286e-05
8.834939759035958559e+03 -6.559701398504892038e-05
8.831325301204633433e+03 -1.355747272620501018e-04
8.827710843373308307e+03 -1.906633706664665558e-04
8.824096385541983182e+03 1.338286703894691774e-04
8.820481927710658056e+03 5.704792420326118725e-05
8.816867469879332930e+03 -8.760483459757444443e-06
8.813253012048007804e+03 1.860172853718683662e-05
8.809638554216682678e+03 2.387696168288534065e-04
8.806024096385357552e+03 3.012414818517095182e-04
8.802409638554032426e+03 2.415351220012535794e-04
8.798795180722707300e+03 2.511549070350956470e-04
8.795180722891382175e+03 2.120699547143769506e-04
8.791566265060057049e+03 2.403363093686115501e-04
8.787951807228731923e+03 5.298815894968112328e-04
8.784337349397406797e+03 1.884689029618286658e-04
8.780722891566081671e+03 -6.571506500001902399e-06
8.777108433734756545e+03 1.491789628321696251e-04
8.773493975903431419e+03 1.877788993549492000e-04
8.769879518072106293e+03 -5.927716662548714570e-05
8.766265060240781168e+03 -3.101346583127899642e-04
8.762650602409456042e+03 -9.886726747538023756e-05
8.759036144578130916e+03 -6.857665820785997638e-05
8.755421686746805790e+03 -1.309808040438340318e-04
8.751807228915480664e+03 -2.594733855318255675e-04
8.748192771084155538e+03 -1.862597932708379134e-04
8.744578313252830412e+03 -8.277938497015346724e-05
8.740963855421505286e+03 -4.005772928903818936e-05
8.737349397590180160e+03 -2.688543231632862764e-05
8.733734939758855035e+03 -7.352198909854516329e-05
8.730120481927529909e+03 1.382157755504508090e-04
8.726506024096204783e+03 4.312787928999298496e-04
8.722891566264879657e+03 7.020365742890905241e-04
8.719277108433554531e+03 9.823153073042112556e-04
8.715662650602229405e+03 9.291356128705516044e-04
8.712048192770904279e+03 1.044664545691362158e-03
